map_key,location_name,route_level_min,route_level_max,encounter_type,time_of_day,slot_index,odds_percent,species_display,species_constant,level_min,level_max
BUG_CONTEST,Bug Contest,33,40,land,Morning,1,20,Combee,SPECIES_COMBEE,33,40
BUG_CONTEST,Bug Contest,33,40,land,Morning,2,15,Burmy,SPECIES_BURMY,33,40
BUG_CONTEST,Bug Contest,33,40,land,Morning,3,10,Scatterbug,SPECIES_SCATTERBUG,33,40
BUG_CONTEST,Bug Contest,33,40,land,Morning,4,5,Spewpa,SPECIES_SPEWPA,33,40
BUG_CONTEST,Bug Contest,33,40,land,Morning,5,5,Pineco,SPECIES_PINECO,33,40
BUG_CONTEST,Bug Contest,33,40,land,Morning,6,1,Ariados,SPECIES_ARIADOS,33,40
BUG_CONTEST,Bug Contest,33,40,land,Morning,7,5,Combee,SPECIES_COMBEE,33,40
BUG_CONTEST,Bug Contest,33,40,land,Morning,8,3,Burmy,SPECIES_BURMY,33,40
BUG_CONTEST,Bug Contest,33,40,land,Morning,9,4,Scatterbug,SPECIES_SCATTERBUG,33,40
BUG_CONTEST,Bug Contest,33,40,land,Morning,10,1,Scyther,SPECIES_SCYTHER,33,40
BUG_CONTEST,Bug Contest,33,40,land,Morning,11,1,Pinsir,SPECIES_PINSIR,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,0,30,Ledian,SPECIES_LEDIAN,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,1,20,Combee,SPECIES_COMBEE,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,2,15,Burmy,SPECIES_BURMY,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,3,10,Scatterbug,SPECIES_SCATTERBUG,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,4,5,Spewpa,SPECIES_SPEWPA,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,5,5,Pineco,SPECIES_PINECO,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,6,1,Ariados,SPECIES_ARIADOS,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,7,5,Combee,SPECIES_COMBEE,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,8,3,Burmy,SPECIES_BURMY,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,9,4,Scatterbug,SPECIES_SCATTERBUG,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,10,1,Scyther,SPECIES_SCYTHER,33,40
BUG_CONTEST,Bug Contest,33,40,land,Day,11,1,Vivillon,SPECIES_VIVILLON,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,0,30,Ariados,SPECIES_ARIADOS,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,1,20,Ledian,SPECIES_LEDIAN,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,2,15,Combee,SPECIES_COMBEE,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,3,10,Burmy,SPECIES_BURMY,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,4,5,Scatterbug,SPECIES_SCATTERBUG,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,5,5,Pineco,SPECIES_PINECO,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,6,1,Spewpa,SPECIES_SPEWPA,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,7,5,Combee,SPECIES_COMBEE,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,8,3,Burmy,SPECIES_BURMY,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,9,4,Scatterbug,SPECIES_SCATTERBUG,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,10,1,Scyther,SPECIES_SCYTHER,33,40
BUG_CONTEST,Bug Contest,33,40,land,Night,11,1,Pinsir,SPECIES_PINSIR,33,40
