Overworld Wild Encounter Maps (gWildMonHeaders)
Format: MAP_NAME | Time | BaseLabel | Types
MAP_ROUTE37 | Day | gRoute37_Day | land, water, rock_smash, fishing
MAP_ROUTE37 | Evening | gRoute37_Evening | land, water, rock_smash, fishing
MAP_ROUTE37 | Night | gRoute37_Night | land, water, rock_smash, fishing
MAP_ROUTE38 | Morning | gRoute38_Morning | land, water, rock_smash, fishing
MAP_ROUTE38 | Day | gRoute38_Day | land, water, rock_smash, fishing
MAP_ROUTE38 | Evening | gRoute38_Evening | land, water, rock_smash, fishing
MAP_ROUTE38 | Night | gRoute38_Night | land, water, rock_smash, fishing
MAP_ROUTE39 | Morning | gRoute39_Morning | land, water, rock_smash, fishing
MAP_ROUTE39 | Day | gRoute39_Day | land, water, rock_smash, fishing
MAP_ROUTE39 | Evening | gRoute39_Evening | land, water, rock_smash, fishing
MAP_ROUTE39 | Night | gRoute39_Night | land, water, rock_smash, fishing
MAP_ROUTE4 | Morning | gRoute4_Morning | land
MAP_ROUTE4 | Day | gRoute4_Day | land
MAP_ROUTE4 | Evening | gRoute4_Evening | land
MAP_ROUTE4 | Night | gRoute4_Night | land
MAP_ROUTE40 | Morning | gRoute40_Morning | land, water, rock_smash, fishing
MAP_ROUTE40 | Day | gRoute40_Day | land, water, rock_smash, fishing
MAP_ROUTE40 | Evening | gRoute40_Evening | land, water, rock_smash, fishing
MAP_ROUTE40 | Night | gRoute40_Night | land, water, rock_smash, fishing
MAP_ROUTE41 | Morning | gRoute41_Morning | land, water, rock_smash, fishing
MAP_ROUTE41 | Day | gRoute41_Day | land, water, rock_smash, fishing
MAP_ROUTE41 | Evening | gRoute41_Evening | land, water, rock_smash, fishing
MAP_ROUTE41 | Night | gRoute41_Night | land, water, rock_smash, fishing
MAP_ROUTE42 | Morning | gRoute42_Morning | land, water, rock_smash, fishing
MAP_ROUTE42 | Day | gRoute42_Day | land, water, rock_smash, fishing
MAP_ROUTE42 | Evening | gRoute42_Evening | land, water, rock_smash, fishing
MAP_ROUTE42 | Night | gRoute42_Night | land, water, rock_smash, fishing
MAP_ROUTE43 | Morning | gRoute43_Morning | land, water, rock_smash, fishing
MAP_ROUTE43 | Day | gRoute43_Day | land, water, rock_smash, fishing
MAP_ROUTE43 | Evening | gRoute43_Evening | land, water, rock_smash, fishing
MAP_ROUTE43 | Night | gRoute43_Night | land, water, rock_smash, fishing
MAP_ROUTE44 | Morning | gRoute44_Morning | land, water, rock_smash, fishing
MAP_ROUTE44 | Day | gRoute44_Day | land, water, rock_smash, fishing
MAP_ROUTE44 | Evening | gRoute44_Evening | land, water, rock_smash, fishing
MAP_ROUTE44 | Night | gRoute44_Night | land, water, rock_smash, fishing
MAP_ROUTE45 | Morning | gRoute45_Morning | land, water, rock_smash, fishing
MAP_ROUTE45 | Day | gRoute45_Day | land, water, rock_smash, fishing
MAP_ROUTE45 | Evening | gRoute45_Evening | land, water, rock_smash, fishing
MAP_ROUTE45 | Night | gRoute45_Night | land, water, rock_smash, fishing
MAP_ROUTE46 | Morning | gRoute46_Morning | land, water, rock_smash, fishing
MAP_ROUTE46 | Day | gRoute46_Day | land, water, rock_smash, fishing
MAP_ROUTE46 | Evening | gRoute46_Evening | land, water, rock_smash, fishing
MAP_ROUTE46 | Night | gRoute46_Night | land, water, rock_smash, fishing
MAP_ROUTE47 | Morning | gRoute47_Morning | land, water, rock_smash, fishing
MAP_ROUTE47 | Day | gRoute47_Day | land, water, rock_smash, fishing
MAP_ROUTE47 | Evening | gRoute47_Evening | land, water, rock_smash, fishing
MAP_ROUTE47 | Night | gRoute47_Night | land, water, rock_smash, fishing
MAP_ROUTE48 | Morning | gRoute48_Morning | land, water, rock_smash, fishing
MAP_ROUTE48 | Day | gRoute48_Day | land, water, rock_smash, fishing
MAP_ROUTE48 | Evening | gRoute48_Evening | land, water, rock_smash, fishing
MAP_ROUTE48 | Night | gRoute48_Night | land, water, rock_smash, fishing
MAP_ROUTE5 | Morning | gRoute5_Morning | land, water, rock_smash, fishing
MAP_ROUTE5 | Day | gRoute5_Day | land, water, rock_smash, fishing
MAP_ROUTE5 | Evening | gRoute5_Evening | land, water, rock_smash, fishing
MAP_ROUTE5 | Night | gRoute5_Night | land, water, rock_smash, fishing
MAP_ROUTE6 | Morning | gRoute6_Morning | land, water, rock_smash, fishing
MAP_ROUTE6 | Day | gRoute6_Day | land, water, rock_smash, fishing
MAP_ROUTE6 | Evening | gRoute6_Evening | land, water, rock_smash, fishing
MAP_ROUTE6 | Night | gRoute6_Night | land, water, rock_smash, fishing
MAP_ROUTE7 | Morning | gRoute7_Morning | land, water, rock_smash, fishing
MAP_ROUTE7 | Day | gRoute7_Day | land, water, rock_smash, fishing
MAP_ROUTE7 | Evening | gRoute7_Evening | land, water, rock_smash, fishing
MAP_ROUTE7 | Night | gRoute7_Night | land, water, rock_smash, fishing
MAP_ROUTE8 | Morning | gRoute8_Morning | land, water, rock_smash, fishing
MAP_ROUTE8 | Day | gRoute8_Day | land, water, rock_smash, fishing
MAP_ROUTE8 | Evening | gRoute8_Evening | land, water, rock_smash, fishing
MAP_ROUTE8 | Night | gRoute8_Night | land, water, rock_smash, fishing
MAP_ROUTE9 | Morning | gRoute9_Morning | land
MAP_ROUTE9 | Day | gRoute9_Day | land
MAP_ROUTE9 | Evening | gRoute9_Evening | land
MAP_ROUTE9 | Night | gRoute9_Night | land
MAP_RUINS_OF_ALPH_B1F | Morning | gRuinsOfAlph_B1F_Morning | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_B1F | Day | gRuinsOfAlph_B1F_Day | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_B1F | Evening | gRuinsOfAlph_B1F_Evening | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_B1F | Night | gRuinsOfAlph_B1F_Night | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_OUTSIDE | Morning | gRuinsOfAlph_Outside_Morning | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_OUTSIDE | Day | gRuinsOfAlph_Outside_Day | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_OUTSIDE | Evening | gRuinsOfAlph_Outside_Evening | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_OUTSIDE | Night | gRuinsOfAlph_Outside_Night | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_PUZZLE_AND_REWARD_CHAMBERS | Morning | gRuinsOfAlph_PuzzleAndRewardChambers_Morning | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_PUZZLE_AND_REWARD_CHAMBERS | Day | gRuinsOfAlph_PuzzleAndRewardChambers_Day | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_PUZZLE_AND_REWARD_CHAMBERS | Evening | gRuinsOfAlph_PuzzleAndRewardChambers_Evening | land, water, rock_smash, fishing
MAP_RUINS_OF_ALPH_PUZZLE_AND_REWARD_CHAMBERS | Night | gRuinsOfAlph_PuzzleAndRewardChambers_Night | land, water, rock_smash, fishing
MAP_RUSTURF_TUNNEL | Morning | gRusturfTunnel_Morning | land
MAP_RUSTURF_TUNNEL | Day | gRusturfTunnel_Day | land
MAP_RUSTURF_TUNNEL | Evening | gRusturfTunnel_Evening | land
MAP_RUSTURF_TUNNEL | Night | gRusturfTunnel_Night | land
MAP_SAFARI_ZONE_NORTH | Morning | gSafariZone_North_Morning | land, rock_smash
MAP_SAFARI_ZONE_NORTH | Day | gSafariZone_North_Day | land, rock_smash
MAP_SAFARI_ZONE_NORTH | Evening | gSafariZone_North_Evening | land, rock_smash
MAP_SAFARI_ZONE_NORTH | Night | gSafariZone_North_Night | land, rock_smash
MAP_SAFARI_ZONE_NORTHEAST | Morning | gSafariZone_Northeast_Morning | land, rock_smash
MAP_SAFARI_ZONE_NORTHEAST | Day | gSafariZone_Northeast_Day | land, rock_smash
MAP_SAFARI_ZONE_NORTHEAST | Evening | gSafariZone_Northeast_Evening | land, rock_smash
MAP_SAFARI_ZONE_NORTHEAST | Night | gSafariZone_Northeast_Night | land, rock_smash
MAP_SAFARI_ZONE_NORTHWEST | Morning | gSafariZone_Northwest_Morning | land, water, fishing
MAP_SAFARI_ZONE_NORTHWEST | Day | gSafariZone_Northwest_Day | land, water, fishing
MAP_SAFARI_ZONE_NORTHWEST | Evening | gSafariZone_Northwest_Evening | land, water, fishing
MAP_SAFARI_ZONE_NORTHWEST | Night | gSafariZone_Northwest_Night | land, water, fishing
MAP_SAFARI_ZONE_SOUTH | Morning | gSafariZone_South_Morning | land
MAP_SAFARI_ZONE_SOUTH | Day | gSafariZone_South_Day | land
MAP_SAFARI_ZONE_SOUTH | Evening | gSafariZone_South_Evening | land
MAP_SAFARI_ZONE_SOUTH | Night | gSafariZone_South_Night | land
MAP_SAFARI_ZONE_SOUTHEAST | Morning | gSafariZone_Southeast_Morning | land, water, fishing
MAP_SAFARI_ZONE_SOUTHEAST | Day | gSafariZone_Southeast_Day | land, water, fishing
MAP_SAFARI_ZONE_SOUTHEAST | Evening | gSafariZone_Southeast_Evening | land, water, fishing
MAP_SAFARI_ZONE_SOUTHEAST | Night | gSafariZone_Southeast_Night | land, water, fishing
MAP_SAFARI_ZONE_SOUTHWEST | Morning | gSafariZone_Southwest_Morning | land, water, fishing
MAP_SAFARI_ZONE_SOUTHWEST | Day | gSafariZone_Southwest_Day | land, water, fishing
MAP_SAFARI_ZONE_SOUTHWEST | Evening | gSafariZone_Southwest_Evening | land, water, fishing
MAP_SAFARI_ZONE_SOUTHWEST | Night | gSafariZone_Southwest_Night | land, water, fishing
MAP_SEAFLOOR_CAVERN_ENTRANCE | Morning | gSeafloorCavern_Entrance_Morning | water, fishing
MAP_SEAFLOOR_CAVERN_ENTRANCE | Day | gSeafloorCavern_Entrance_Day | water, fishing
MAP_SEAFLOOR_CAVERN_ENTRANCE | Evening | gSeafloorCavern_Entrance_Evening | water, fishing
MAP_SEAFLOOR_CAVERN_ENTRANCE | Night | gSeafloorCavern_Entrance_Night | water, fishing
MAP_SEAFLOOR_CAVERN_ROOM1 | Morning | gSeafloorCavern_Room1_Morning | land
MAP_SEAFLOOR_CAVERN_ROOM1 | Day | gSeafloorCavern_Room1_Day | land
MAP_SEAFLOOR_CAVERN_ROOM1 | Evening | gSeafloorCavern_Room1_Evening | land
MAP_SEAFLOOR_CAVERN_ROOM1 | Night | gSeafloorCavern_Room1_Night | land
MAP_SEAFLOOR_CAVERN_ROOM2 | Morning | gSeafloorCavern_Room2_Morning | land
MAP_SEAFLOOR_CAVERN_ROOM2 | Day | gSeafloorCavern_Room2_Day | land
MAP_SEAFLOOR_CAVERN_ROOM2 | Evening | gSeafloorCavern_Room2_Evening | land
MAP_SEAFLOOR_CAVERN_ROOM2 | Night | gSeafloorCavern_Room2_Night | land
MAP_SEAFLOOR_CAVERN_ROOM3 | Morning | gSeafloorCavern_Room3_Morning | land
MAP_SEAFLOOR_CAVERN_ROOM3 | Day | gSeafloorCavern_Room3_Day | land
MAP_SEAFLOOR_CAVERN_ROOM3 | Evening | gSeafloorCavern_Room3_Evening | land
MAP_SEAFLOOR_CAVERN_ROOM3 | Night | gSeafloorCavern_Room3_Night | land
MAP_SEAFLOOR_CAVERN_ROOM4 | Morning | gSeafloorCavern_Room4_Morning | land
MAP_SEAFLOOR_CAVERN_ROOM4 | Day | gSeafloorCavern_Room4_Day | land
MAP_SEAFLOOR_CAVERN_ROOM4 | Evening | gSeafloorCavern_Room4_Evening | land
MAP_SEAFLOOR_CAVERN_ROOM4 | Night | gSeafloorCavern_Room4_Night | land
MAP_SEAFLOOR_CAVERN_ROOM5 | Morning | gSeafloorCavern_Room5_Morning | land
MAP_SEAFLOOR_CAVERN_ROOM5 | Day | gSeafloorCavern_Room5_Day | land
MAP_SEAFLOOR_CAVERN_ROOM5 | Evening | gSeafloorCavern_Room5_Evening | land
MAP_SEAFLOOR_CAVERN_ROOM5 | Night | gSeafloorCavern_Room5_Night | land
MAP_SEAFLOOR_CAVERN_ROOM6 | Morning | gSeafloorCavern_Room6_Morning | land, water, fishing
MAP_SEAFLOOR_CAVERN_ROOM6 | Day | gSeafloorCavern_Room6_Day | land, water, fishing
MAP_SEAFLOOR_CAVERN_ROOM6 | Evening | gSeafloorCavern_Room6_Evening | land, water, fishing
MAP_SEAFLOOR_CAVERN_ROOM6 | Night | gSeafloorCavern_Room6_Night | land, water, fishing
MAP_SEAFLOOR_CAVERN_ROOM7 | Morning | gSeafloorCavern_Room7_Morning | land, water, fishing
MAP_SEAFLOOR_CAVERN_ROOM7 | Day | gSeafloorCavern_Room7_Day | land, water, fishing
MAP_SEAFLOOR_CAVERN_ROOM7 | Evening | gSeafloorCavern_Room7_Evening | land, water, fishing
MAP_SEAFLOOR_CAVERN_ROOM7 | Night | gSeafloorCavern_Room7_Night | land, water, fishing
MAP_SEAFLOOR_CAVERN_ROOM8 | Morning | gSeafloorCavern_Room8_Morning | land
MAP_SEAFLOOR_CAVERN_ROOM8 | Day | gSeafloorCavern_Room8_Day | land
MAP_SEAFLOOR_CAVERN_ROOM8 | Evening | gSeafloorCavern_Room8_Evening | land
MAP_SEAFLOOR_CAVERN_ROOM8 | Night | gSeafloorCavern_Room8_Night | land
MAP_SEAFOAM_ISLANDS_1F | Morning | gSeafoamIslands_1F_Morning | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_1F | Day | gSeafoamIslands_1F_Day | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_1F | Evening | gSeafoamIslands_1F_Evening | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_1F | Night | gSeafoamIslands_1F_Night | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_B1F | Morning | gSeafoamIslands_B1F_Morning | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_B1F | Day | gSeafoamIslands_B1F_Day | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_B1F | Evening | gSeafoamIslands_B1F_Evening | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_B1F | Night | gSeafoamIslands_B1F_Night | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_GYM | Morning | gSeafoamIslands_Gym_Morning | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_GYM | Day | gSeafoamIslands_Gym_Day | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_GYM | Evening | gSeafoamIslands_Gym_Evening | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_GYM | Night | gSeafoamIslands_Gym_Night | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_SECRET_CAVE | Morning | gSeafoamIslands_SecretCave_Morning | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_SECRET_CAVE | Day | gSeafoamIslands_SecretCave_Day | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_SECRET_CAVE | Evening | gSeafoamIslands_SecretCave_Evening | land, water, rock_smash, fishing
MAP_SEAFOAM_ISLANDS_SECRET_CAVE | Night | gSeafoamIslands_SecretCave_Night | land, water, rock_smash, fishing
MAP_SHOAL_CAVE_LOW_TIDE_ENTRANCE_ROOM | Morning | gShoalCave_LowTideEntranceRoom_Morning | land, water, fishing
MAP_SHOAL_CAVE_LOW_TIDE_ENTRANCE_ROOM | Day | gShoalCave_LowTideEntranceRoom_Day | land, water, fishing
MAP_SHOAL_CAVE_LOW_TIDE_ENTRANCE_ROOM | Evening | gShoalCave_LowTideEntranceRoom_Evening | land, water, fishing
MAP_SHOAL_CAVE_LOW_TIDE_ENTRANCE_ROOM | Night | gShoalCave_LowTideEntranceRoom_Night | land, water, fishing
MAP_SHOAL_CAVE_LOW_TIDE_ICE_ROOM | Morning | gShoalCave_LowTideIceRoom_Morning | land
MAP_SHOAL_CAVE_LOW_TIDE_ICE_ROOM | Day | gShoalCave_LowTideIceRoom_Day | land
MAP_SHOAL_CAVE_LOW_TIDE_ICE_ROOM | Evening | gShoalCave_LowTideIceRoom_Evening | land
MAP_SHOAL_CAVE_LOW_TIDE_ICE_ROOM | Night | gShoalCave_LowTideIceRoom_Night | land
MAP_SHOAL_CAVE_LOW_TIDE_INNER_ROOM | Morning | gShoalCave_LowTideInnerRoom_Morning | land, water, fishing
MAP_SHOAL_CAVE_LOW_TIDE_INNER_ROOM | Day | gShoalCave_LowTideInnerRoom_Day | land, water, fishing
MAP_SHOAL_CAVE_LOW_TIDE_INNER_ROOM | Evening | gShoalCave_LowTideInnerRoom_Evening | land, water, fishing
MAP_SHOAL_CAVE_LOW_TIDE_INNER_ROOM | Night | gShoalCave_LowTideInnerRoom_Night | land, water, fishing
MAP_SHOAL_CAVE_LOW_TIDE_LOWER_ROOM | Morning | gShoalCave_LowTideLowerRoom_Morning | land
MAP_SHOAL_CAVE_LOW_TIDE_LOWER_ROOM | Day | gShoalCave_LowTideLowerRoom_Day | land
MAP_SHOAL_CAVE_LOW_TIDE_LOWER_ROOM | Evening | gShoalCave_LowTideLowerRoom_Evening | land
MAP_SHOAL_CAVE_LOW_TIDE_LOWER_ROOM | Night | gShoalCave_LowTideLowerRoom_Night | land
MAP_SHOAL_CAVE_LOW_TIDE_STAIRS_ROOM | Morning | gShoalCave_LowTideStairsRoom_Morning | land
MAP_SHOAL_CAVE_LOW_TIDE_STAIRS_ROOM | Day | gShoalCave_LowTideStairsRoom_Day | land
MAP_SHOAL_CAVE_LOW_TIDE_STAIRS_ROOM | Evening | gShoalCave_LowTideStairsRoom_Evening | land
MAP_SHOAL_CAVE_LOW_TIDE_STAIRS_ROOM | Night | gShoalCave_LowTideStairsRoom_Night | land
MAP_SKY_PILLAR_1F | Morning | gSkyPillar_1F_Morning | land
MAP_SKY_PILLAR_1F | Day | gSkyPillar_1F_Day | land
MAP_SKY_PILLAR_1F | Evening | gSkyPillar_1F_Evening | land
MAP_SKY_PILLAR_1F | Night | gSkyPillar_1F_Night | land
MAP_SKY_PILLAR_3F | Morning | gSkyPillar_3F_Morning | land
MAP_SKY_PILLAR_3F | Day | gSkyPillar_3F_Day | land
MAP_SKY_PILLAR_3F | Evening | gSkyPillar_3F_Evening | land
MAP_SKY_PILLAR_3F | Night | gSkyPillar_3F_Night | land
MAP_SKY_PILLAR_5F | Morning | gSkyPillar_5F_Morning | land
MAP_SKY_PILLAR_5F | Day | gSkyPillar_5F_Day | land
MAP_SKY_PILLAR_5F | Evening | gSkyPillar_5F_Evening | land
MAP_SKY_PILLAR_5F | Night | gSkyPillar_5F_Night | land
MAP_SLATEPORT_CITY | Morning | gSlateportCity_Morning | water, fishing
MAP_SLATEPORT_CITY | Day | gSlateportCity_Day | water, fishing
MAP_SLATEPORT_CITY | Evening | gSlateportCity_Evening | water, fishing
MAP_SLATEPORT_CITY | Night | gSlateportCity_Night | water, fishing
MAP_SLOWPOKE_WELL_B1F | Any | gSlowpokeWell_B1F | land, water, fishing
MAP_SLOWPOKE_WELL_B2F | Any | gSlowpokeWell_B2F | land, water, fishing
MAP_SOOTOPOLIS_CITY | Morning | gSootopolisCity_Morning | water, fishing
MAP_SOOTOPOLIS_CITY | Day | gSootopolisCity_Day | water, fishing
MAP_SOOTOPOLIS_CITY | Evening | gSootopolisCity_Evening | water, fishing
MAP_SOOTOPOLIS_CITY | Night | gSootopolisCity_Night | water, fishing
MAP_SPROUT_TOWER_1F | Morning | gSproutTower_1F_Morning | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_1F | Day | gSproutTower_1F_Day | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_1F | Evening | gSproutTower_1F_Evening | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_1F | Night | gSproutTower_1F_Night | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_2F | Morning | gSproutTower_2F_Morning | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_2F | Day | gSproutTower_2F_Day | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_2F | Evening | gSproutTower_2F_Evening | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_2F | Night | gSproutTower_2F_Night | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_3F | Morning | gSproutTower_3F_Morning | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_3F | Day | gSproutTower_3F_Day | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_3F | Evening | gSproutTower_3F_Evening | land, water, rock_smash, fishing
MAP_SPROUT_TOWER_3F | Night | gSproutTower_3F_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_1F | Morning | gTinTower_1F_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_1F | Day | gTinTower_1F_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_1F | Evening | gTinTower_1F_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_1F | Night | gTinTower_1F_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_2F | Morning | gTinTower_2F_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_2F | Day | gTinTower_2F_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_2F | Evening | gTinTower_2F_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_2F | Night | gTinTower_2F_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_3F | Morning | gTinTower_3F_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_3F | Day | gTinTower_3F_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_3F | Evening | gTinTower_3F_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_3F | Night | gTinTower_3F_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_4F | Morning | gTinTower_4F_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_4F | Day | gTinTower_4F_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_4F | Evening | gTinTower_4F_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_4F | Night | gTinTower_4F_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_5F | Morning | gTinTower_5F_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_5F | Day | gTinTower_5F_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_5F | Evening | gTinTower_5F_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_5F | Night | gTinTower_5F_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_6F | Morning | gTinTower_6F_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_6F | Day | gTinTower_6F_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_6F | Evening | gTinTower_6F_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_6F | Night | gTinTower_6F_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_7F | Morning | gTinTower_7F_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_7F | Day | gTinTower_7F_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_7F | Evening | gTinTower_7F_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_7F | Night | gTinTower_7F_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_8F | Morning | gTinTower_8F_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_8F | Day | gTinTower_8F_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_8F | Evening | gTinTower_8F_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_8F | Night | gTinTower_8F_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_9F | Morning | gTinTower_9F_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_9F | Day | gTinTower_9F_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_9F | Evening | gTinTower_9F_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_9F | Night | gTinTower_9F_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_ROOF_DAY | Morning | gTinTower_RoofDay_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_ROOF_DAY | Day | gTinTower_RoofDay_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_ROOF_DAY | Evening | gTinTower_RoofDay_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_ROOF_DAY | Night | gTinTower_RoofDay_Night | land, water, rock_smash, fishing
MAP_TIN_TOWER_ROOF_NIGHT | Morning | gTinTower_RoofNight_Morning | land, water, rock_smash, fishing
MAP_TIN_TOWER_ROOF_NIGHT | Day | gTinTower_RoofNight_Day | land, water, rock_smash, fishing
MAP_TIN_TOWER_ROOF_NIGHT | Evening | gTinTower_RoofNight_Evening | land, water, rock_smash, fishing
MAP_TIN_TOWER_ROOF_NIGHT | Night | gTinTower_RoofNight_Night | land, water, rock_smash, fishing
MAP_TOHJO_FALLS_CAVERN | Morning | gTohjoFalls_Cavern_Morning | land, water, rock_smash, fishing
MAP_TOHJO_FALLS_CAVERN | Day | gTohjoFalls_Cavern_Day | land, water, rock_smash, fishing
MAP_TOHJO_FALLS_CAVERN | Evening | gTohjoFalls_Cavern_Evening | land, water, rock_smash, fishing
MAP_TOHJO_FALLS_CAVERN | Night | gTohjoFalls_Cavern_Night | land, water, rock_smash, fishing
MAP_TOHJO_FALLS_GIOVANNI_ROOM | Morning | gTohjoFalls_GiovanniRoom_Morning | land, water, rock_smash, fishing
MAP_TOHJO_FALLS_GIOVANNI_ROOM | Day | gTohjoFalls_GiovanniRoom_Day | land, water, rock_smash, fishing
MAP_TOHJO_FALLS_GIOVANNI_ROOM | Evening | gTohjoFalls_GiovanniRoom_Evening | land, water, rock_smash, fishing
MAP_TOHJO_FALLS_GIOVANNI_ROOM | Night | gTohjoFalls_GiovanniRoom_Night | land, water, rock_smash, fishing
MAP_UNDERWATER_ROUTE124 | Morning | gUnderwater_Route124_Morning | water
MAP_UNDERWATER_ROUTE124 | Day | gUnderwater_Route124_Day | water
MAP_UNDERWATER_ROUTE124 | Evening | gUnderwater_Route124_Evening | water
MAP_UNDERWATER_ROUTE124 | Night | gUnderwater_Route124_Night | water
MAP_UNDERWATER_ROUTE126 | Morning | gUnderwater_Route126_Morning | water
MAP_UNDERWATER_ROUTE126 | Day | gUnderwater_Route126_Day | water
MAP_UNDERWATER_ROUTE126 | Evening | gUnderwater_Route126_Evening | water
MAP_UNDERWATER_ROUTE126 | Night | gUnderwater_Route126_Night | water
MAP_UNION_CAVE_1F | Morning | gUnionCave_1F_Morning | land
MAP_UNION_CAVE_1F | Day | gUnionCave_1F_Day | land
MAP_UNION_CAVE_1F | Evening | gUnionCave_1F_Evening | land
MAP_UNION_CAVE_1F | Night | gUnionCave_1F_Night | land
MAP_UNION_CAVE_B1F | Morning | gUnionCave_B1F_Morning | land
MAP_UNION_CAVE_B1F | Day | gUnionCave_B1F_Day | land
MAP_UNION_CAVE_B1F | Evening | gUnionCave_B1F_Evening | land
MAP_UNION_CAVE_B1F | Night | gUnionCave_B1F_Night | land
MAP_UNION_CAVE_B2F | Morning | gUnionCave_B2F_Morning | land
MAP_UNION_CAVE_B2F | Day | gUnionCave_B2F_Day | land
MAP_UNION_CAVE_B2F | Evening | gUnionCave_B2F_Evening | land
MAP_UNION_CAVE_B2F | Night | gUnionCave_B2F_Night | land
MAP_VICTORY_ROAD_1F | Morning | gVictoryRoad_1F_Morning | land
MAP_VICTORY_ROAD_1F | Day | gVictoryRoad_1F_Day | land
MAP_VICTORY_ROAD_1F | Evening | gVictoryRoad_1F_Evening | land
MAP_VICTORY_ROAD_1F | Night | gVictoryRoad_1F_Night | land
MAP_VICTORY_ROAD_B1F | Morning | gVictoryRoad_B1F_Morning | land, rock_smash
MAP_VICTORY_ROAD_B1F | Day | gVictoryRoad_B1F_Day | land, rock_smash
MAP_VICTORY_ROAD_B1F | Evening | gVictoryRoad_B1F_Evening | land, rock_smash
